"","X","Notes","Sex","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","SuccessorKnower","EndlessKnower","Category","LadlabID","Productivity","IHC","FHC","DCE","why_productive","suptimes.final","ProductivityStrict","delta.hc","Productivity.tertiary","ProductivityStrict.tertiary","AgeMonths","reminders.total","reminders.recovered","subID","InfinityKnower","NonKnower"
"1350",1952,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","immediate","29",1,"30",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1351",1953,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","immediate","86",1,"87",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1352",1954,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","immediate","59",1,"60",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1353",1955,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","3",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1354",1956,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","23",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1355",1957,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","40",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1356",1958,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","62",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1357",1959,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","70",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1358",1960,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","37",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1359",1961,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","29",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1360",1962,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","86",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1361",1963,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","WCN","momentum","59",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1362",1964,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","A1","biggestnumber","none",NA,"Infinity",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1363",1965,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","B1","isbiggest","no",NA,"Yes",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1364",1966,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","B2","endorforever","forever",NA,"forever",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1365",1967,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","B2","why","justification",NA,"infinity is forever",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1366",1968,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C1","canweaddtobignumber","yes",NA,"Yes",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1367",1969,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C1","why","justification",NA,"because infinity goes on forever",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1368",1970,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C2","canweadd1tox","yes",NA,"no",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1369",1971,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C2","why","justification",NA,"because it goes on forever",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1370",1972,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C3","cankeepadding1","yes",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1371",1973,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C3","why","justification",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1372",1974,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","C3","whatwouldhappen","justification",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1373",1975,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","D1","canyoucounttens","yes",NA,"Yes",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1374",1976,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","D2","countingbytens","yes",NA,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200",0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1375",1977,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","D3","tenmorethanten","twenty",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1376",1978,NA,"m","english",NA,NA,"lab","KG","KG","y",5.79,"5.5-6y","y","0","D4","tentwenty","30,40,50..",NA,NA,0,1,"C Endless-only","infinity-046","Productive",99,99,NA,"count to 99 on their own without making more than three errors",NA,"Productive",0,"Productive (IHC ≥ 99)","Productive (IHC ≥ 99)",69,0,0,"98","None or partial","Some knowledge"
"1377",2022,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","spontaneous","raw",NA,"1-65,69-89,91-100.",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1378",2023,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","spontaneous","noerror",NA,"65",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1379",2024,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","spontaneous","consecutive",NA,"100",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1380",2025,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","supported","raw",NA,NA,0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1381",2026,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","supported","noerror",NA,NA,0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1382",2027,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","spontaneous","IHC",NA,"65",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1383",2028,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","spontaneous","decchangeerror",NA,"89",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1384",2029,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","productivity","classification",NA,"prod",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1385",2030,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","HC","supported","times",NA,NA,0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1386",2031,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","practice","1",1,"2",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1387",2032,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","practice","5",0,"4",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1388",2033,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","23",1,"24",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1389",2034,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","40",0,"50",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1390",2035,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","62",1,"63",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1391",2036,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","70",0,"NR",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1392",2037,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","37",0,"47",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1393",2038,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","29",0,"NR",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1394",2039,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","86",0,"69",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1395",2040,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","immediate","59",0,"56",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1396",2041,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","3",1,"4",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1397",2042,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","23",NA,NA,0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1398",2043,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","40",0,"43",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1399",2044,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","62",NA,NA,0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1400",2045,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","70",0,"IDK",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
"1401",2046,NA,"f","english","n",NA,"school","JC","JC","y",4.82,"4.5-5y","y","0","WCN","momentum","37",1,"38",0,0,"A Non-knower","infinity-048","Productive",65,99,89,"count to 99 on their own without making more than three errors",NA,"Nonproductive",34,"Productive (IHC < 99)","Nonproductive",57,NA,NA,"85","None or partial","No knowledge"
